CleanedText;TokenizedText;Words quantity;Class;True class
pleasure sit speak minister youth affair sport rajyavardhan singh rathore signed agreement support integrity sport working together address challenge facing sport;['pleasure', 'sit', 'speak', 'minister', 'youth', 'affair', 'sport', 'rajyavardhan', 'singh', 'rathore', 'signed', 'agreement', 'support', 'integrity', 'sport', 'working', 'together', 'address', 'challenge', 'facing', 'sport'];21;0;0
preserve african tale craft story let narrate handmade accessory;['preserve', 'african', 'tale', 'craft', 'story', 'let', 'narrate', 'handmade', 'accessory'];9;2;2
finally finished fm 7 hope next one goo;['finally', 'finished', 'fm', '7', 'hope', 'next', 'one', 'goo'];8;3;3
hate looking woman clothes sometimes everything giant floral print look like old wallpaper;['hate', 'looking', 'woman', 'clothes', 'sometimes', 'everything', 'giant', 'floral', 'print', 'look', 'like', 'old', 'wallpaper'];13;2;2
song record next;['song', 'record', 'next'];3;4;4
unable repair mobile phone youth dy suicide;['unable', 'repair', 'mobile', 'phone', 'youth', 'dy', 'suicide'];7;3;3
rock roll win;['rock', 'roll', 'win'];3;4;4
kieran trippier packing bag premier league return;['kieran', 'trippier', 'packing', 'bag', 'premier', 'league', 'return'];7;0;0
side side comparison news comment overt bias reporting share support informed democracy;['side', 'side', 'comparison', 'news', 'comment', 'overt', 'bias', 'reporting', 'share', 'support', 'informed', 'democracy'];12;1;1
love love battlefield pat benatar;['love', 'love', 'battlefield', 'pat', 'benatar'];5;4;4
know netflix love fetishizing ex orthodox woman abandon judaism thousand million orthodox woman different story yes u work fashion check myorthodoxlife instagram believe;['know', 'netflix', 'love', 'fetishizing', 'ex', 'orthodox', 'woman', 'abandon', 'judaism', 'thousand', 'million', 'orthodox', 'woman', 'different', 'story', 'yes', 'u', 'work', 'fashion', 'check', 'myorthodoxlife', 'instagram', 'believe'];23;2;2
thousand million game around world sort unique feel game fostered incredible conversation life player experience unmatched make u want come back game;['thousand', 'million', 'game', 'around', 'world', 'sort', 'unique', 'feel', 'game', 'fostered', 'incredible', 'conversation', 'life', 'player', 'experience', 'unmatched', 'make', 'u', 'want', 'come', 'back', 'game'];22;3;3
clothes wear ugw;['clothes', 'wear', 'ugw'];3;2;2
jan 7 1971 black sabbath released second studio album paranoid;['jan', '7', '1971', 'black', 'sabbath', 'released', 'second', 'studio', 'album', 'paranoid'];10;4;4
make call listen non stop music get smart fitness watch gizfit 910;['make', 'call', 'listen', 'non', 'stop', 'music', 'get', 'smart', 'fitness', 'watch', 'gizfit', '910'];12;4;4
never stop amazed different way playing guitar making deliver message le paul;['never', 'stop', 'amazed', 'different', 'way', 'playing', 'guitar', 'making', 'deliver', 'message', 'le', 'paul'];12;4;4
one first digital print made one bathroom 8 year ago;['one', 'first', 'digital', 'print', 'made', 'one', 'bathroom', '8', 'year', 'ago'];10;3;3
tear fear mad world;['tear', 'fear', 'mad', 'world'];4;4;4
come fastest 100 meter para skater;['come', 'fastest', '100', 'meter', 'para', 'skater'];6;0;0
playing living hell crueltysquad fanart game masterpiece;['playing', 'living', 'hell', 'crueltysquad', 'fanart', 'game', 'masterpiece'];7;3;3
lawrence county republican committee sponsor 2022 republican gubernatorial u senatorial debate;['lawrence', 'county', 'republican', 'committee', 'sponsor', '2022', 'republican', 'gubernatorial', 'u', 'senatorial', 'debate'];11;1;1
determined make happy;['determined', 'make', 'happy'];3;2;2
making beat;['making', 'beat'];2;4;4
2022 prediction best goalkeeper best defender best midfielder best forward;['2022', 'prediction', 'best', 'goalkeeper', 'best', 'defender', 'best', 'midfielder', 'best', 'forward'];10;0;0
trying figure play dang thing;['trying', 'figure', 'play', 'dang', 'thing'];5;4;4
mean know became backwards compatible sometimes surprise game increase value;['mean', 'know', 'became', 'backwards', 'compatible', 'sometimes', 'surprise', 'game', 'increase', 'value'];10;3;3
pcdc urge governor hochul make primary care central focus 10 billion health care commitment;['pcdc', 'urge', 'governor', 'hochul', 'make', 'primary', 'care', 'central', 'focus', '10', 'billion', 'health', 'care', 'commitment'];14;1;1
class session;['class', 'session'];2;0;0
minecraft enthusiast sammyuri managed create working cpu minecraft using redstone author spent 7 month run tetri snake connect four render graph;['minecraft', 'enthusiast', 'sammyuri', 'managed', 'create', 'working', 'cpu', 'minecraft', 'using', 'redstone', 'author', 'spent', '7', 'month', 'run', 'tetri', 'snake', 'connect', 'four', 'render', 'graph'];21;3;3
money politics central factor congress inability work together get work done issue money politics corporation special interest group endless amount money invested politician side aisle end;['money', 'politics', 'central', 'factor', 'congress', 'inability', 'work', 'together', 'get', 'work', 'done', 'issue', 'money', 'politics', 'corporation', 'special', 'interest', 'group', 'endless', 'amount', 'money', 'invested', 'politician', 'side', 'aisle', 'end'];26;1;1
company includes best quality idea good also team competent new technology always strong crypto base;['company', 'includes', 'best', 'quality', 'idea', 'good', 'also', 'team', 'competent', 'new', 'technology', 'always', 'strong', 'crypto', 'base'];15;2;2
today reached goal playing great match remarkable thank support team wait next match thursday;['today', 'reached', 'goal', 'playing', 'great', 'match', 'remarkable', 'thank', 'support', 'team', 'wait', 'next', 'match', 'thursday'];14;0;0
happy femboy friday got new shirt;['happy', 'femboy', 'friday', 'got', 'new', 'shirt'];6;2;2
south ruling political party democratic party korea revealed issuing nfts fundraising upcoming presidential election;['south', 'ruling', 'political', 'party', 'democratic', 'party', 'korea', 'revealed', 'issuing', 'nfts', 'fundraising', 'upcoming', 'presidential', 'election'];14;1;1
patently clear people involved current borrowing tactic 1920 s 1930 s yale history professor timothy snyder say today politician learned propaganda technique twentieth century fascist;['patently', 'clear', 'people', 'involved', 'current', 'borrowing', 'tactic', '1920', 's', '1930', 's', 'yale', 'history', 'professor', 'timothy', 'snyder', 'say', 'today', 'politician', 'learned', 'propaganda', 'technique', 'twentieth', 'century', 'fascist'];25;1;1
seriously provide hair much would cost someone make human hair wig fashion 3 ponytail 3 previous haircut lost one refound make lock love;['seriously', 'provide', 'hair', 'much', 'would', 'cost', 'someone', 'make', 'human', 'hair', 'wig', 'fashion', '3', 'ponytail', '3', 'previous', 'haircut', 'lost', 'one', 'refound', 'make', 'lock', 'love'];23;2;2
ambient space relaxing music;['ambient', 'space', 'relaxing', 'music'];4;4;4
honored speaking amongst fashion trailblazer feb;['honored', 'speaking', 'amongst', 'fashion', 'trailblazer', 'feb'];6;2;2
playing rainbow 6 extraction clicked gamepass let play already glitch;['playing', 'rainbow', '6', 'extraction', 'clicked', 'gamepass', 'let', 'play', 'already', 'glitch'];10;3;3
csto summit president thanks pm operative work;['csto', 'summit', 'president', 'thanks', 'pm', 'operative', 'work'];7;1;1
wfh time pfh read prachar politics home political rally hold various curb place high time contestant innovate creative upcoming election;['wfh', 'time', 'pfh', 'read', 'prachar', 'politics', 'home', 'political', 'rally', 'hold', 'various', 'curb', 'place', 'high', 'time', 'contestant', 'innovate', 'creative', 'upcoming', 'election'];20;1;1
retweet love follow u daily post;['retweet', 'love', 'follow', 'u', 'daily', 'post'];6;4;4
make world beautiful;['make', 'world', 'beautiful'];3;4;4
player agent feel pressure refusing answer club offer;['player', 'agent', 'feel', 'pressure', 'refusing', 'answer', 'club', 'offer'];8;0;0
finish pencil work anthony oluwafemi olaseni joshua professional boxer champion held wba ibf wbo igbo title since december 2019 total fight 24 win 23;['finish', 'pencil', 'work', 'anthony', 'oluwafemi', 'olaseni', 'joshua', 'professional', 'boxer', 'champion', 'held', 'wba', 'ibf', 'wbo', 'igbo', 'title', 'since', 'december', '2019', 'total', 'fight', '24', 'win', '23'];24;0;0
mum duty glimpse academy boy resistance hill sprint;['mum', 'duty', 'glimpse', 'academy', 'boy', 'resistance', 'hill', 'sprint'];8;0;0
1975 kmart football sleepshirts;['1975', 'kmart', 'football', 'sleepshirts'];4;2;2
woman double layer short;['woman', 'double', 'layer', 'short'];4;0;2
dance yeartwo afternoon child really enjoyed creating move go titanic music today well done kid;['dance', 'yeartwo', 'afternoon', 'child', 'really', 'enjoyed', 'creating', 'move', 'go', 'titanic', 'music', 'today', 'well', 'done', 'kid'];15;4;4
cannot reproduced easily economically able bring highest level shortest possible time;['cannot', 'reproduced', 'easily', 'economically', 'able', 'bring', 'highest', 'level', 'shortest', 'possible', 'time'];11;2;2
made player death today dy collides clone look;['made', 'player', 'death', 'today', 'dy', 'collides', 'clone', 'look'];8;3;3
mamata banerjee emerged india strongest ferocious impactful leader india ready see next female prime minister;['mamata', 'banerjee', 'emerged', 'india', 'strongest', 'ferocious', 'impactful', 'leader', 'india', 'ready', 'see', 'next', 'female', 'prime', 'minister'];15;1;1
2 day start african cup nation win airtime predicting final score cameroon burkina faso prediction end kickoff;['2', 'day', 'start', 'african', 'cup', 'nation', 'win', 'airtime', 'predicting', 'final', 'score', 'cameroon', 'burkina', 'faso', 'prediction', 'end', 'kickoff'];17;3;3
perfect match foot fabfeetnigeria sell quality footwear hundred point symbol durable affordable hundred point symbol available different size colour deliver nationwide dm 2349123391279 pls retweet;['perfect', 'match', 'foot', 'fabfeetnigeria', 'sell', 'quality', 'footwear', 'hundred', 'point', 'symbol', 'durable', 'affordable', 'hundred', 'point', 'symbol', 'available', 'different', 'size', 'colour', 'deliver', 'nationwide', 'dm', '2349123391279', 'pls', 'retweet'];25;2;2
last night plot twist said;['last', 'night', 'plot', 'twist', 'said'];5;0;0
ripout letting pet gun get killing blow may lead interesting finisher;['ripout', 'letting', 'pet', 'gun', 'get', 'killing', 'blow', 'may', 'lead', 'interesting', 'finisher'];11;3;3
slim fit navy blue wool suit smiling face sunglass think available order;['slim', 'fit', 'navy', 'blue', 'wool', 'suit', 'smiling', 'face', 'sunglass', 'think', 'available', 'order'];12;2;2
cavpack mummy made successfully stockport automobile arrived storm fanks nicprice 22 advice nat mem arb staff furiendly enjoyed pit stop raised hand p wearing;['cavpack', 'mummy', 'made', 'successfully', 'stockport', 'automobile', 'arrived', 'storm', 'fanks', 'nicprice', '22', 'advice', 'nat', 'mem', 'arb', 'staff', 'furiendly', 'enjoyed', 'pit', 'stop', 'raised', 'hand', 'p', 'wearing'];24;2;2
leading country need become job one study one tested one interviewed one periodically evaluated leading company stake much higher political post level;['leading', 'country', 'need', 'become', 'job', 'one', 'study', 'one', 'tested', 'one', 'interviewed', 'one', 'periodically', 'evaluated', 'leading', 'company', 'stake', 'much', 'higher', 'political', 'post', 'level'];22;1;1
art related first pic really look like kaneki ken tokyo ghoul jslhkk xd also like maid one pretty cool asf third pic game called punishing gray raven online game tho;['art', 'related', 'first', 'pic', 'really', 'look', 'like', 'kaneki', 'ken', 'tokyo', 'ghoul', 'jslhkk', 'xd', 'also', 'like', 'maid', 'one', 'pretty', 'cool', 'asf', 'third', 'pic', 'game', 'called', 'punishing', 'gray', 'raven', 'online', 'game', 'tho'];30;3;3
cool rope physic way done lot bone subsequent rig;['cool', 'rope', 'physic', 'way', 'done', 'lot', 'bone', 'subsequent', 'rig'];9;3;3
fascinating read anyone interested crisis current politics one may disagree jonathan sumption powerful analysis cannot ignored;['fascinating', 'read', 'anyone', 'interested', 'crisis', 'current', 'politics', 'one', 'may', 'disagree', 'jonathan', 'sumption', 'powerful', 'analysis', 'cannot', 'ignored'];16;1;1
got lucky today came home bit haul smiling face open mouth really cheap got pc p 3 game p 2 game 50 p;['got', 'lucky', 'today', 'came', 'home', 'bit', 'haul', 'smiling', 'face', 'open', 'mouth', 'really', 'cheap', 'got', 'pc', 'p', '3', 'game', 'p', '2', 'game', '50', 'p'];23;3;3
stop play free play super bomberman r online pretty cool people tonight 10 pm est make community night every month thing;['stop', 'play', 'free', 'play', 'super', 'bomberman', 'r', 'online', 'pretty', 'cool', 'people', 'tonight', '10', 'pm', 'est', 'make', 'community', 'night', 'every', 'month', 'thing'];21;3;3
legging sweater uggs warm hollister coat make winter work;['legging', 'sweater', 'uggs', 'warm', 'hollister', 'coat', 'make', 'winter', 'work'];9;2;2
sanjay raut said priyanka gandhi discussed political situation uttar pradesh poll bound state;['sanjay', 'raut', 'said', 'priyanka', 'gandhi', 'discussed', 'political', 'situation', 'uttar', 'pradesh', 'poll', 'bound', 'state'];13;1;1
many athlete sport journalist among follower;['many', 'athlete', 'sport', 'journalist', 'among', 'follower'];6;0;0
followed u youtube follow back catch vids album;['followed', 'u', 'youtube', 'follow', 'back', 'catch', 'vids', 'album'];8;4;4
want print like stripe star polka dot flame unicorn shark x wing;['want', 'print', 'like', 'stripe', 'star', 'polka', 'dot', 'flame', 'unicorn', 'shark', 'x', 'wing'];12;2;2
new enemy animation tricky tormented oracle distant past used fortune teller;['new', 'enemy', 'animation', 'tricky', 'tormented', 'oracle', 'distant', 'past', 'used', 'fortune', 'teller'];11;3;3
dolores riordan born 1971 died 2018 one important singer ever come ireland singing style best known lead singer cranberry influenced irish tradition keening;['dolores', 'riordan', 'born', '1971', 'died', '2018', 'one', 'important', 'singer', 'ever', 'come', 'ireland', 'singing', 'style', 'best', 'known', 'lead', 'singer', 'cranberry', 'influenced', 'irish', 'tradition', 'keening'];23;4;4
discover eden hazard;['discover', 'eden', 'hazard'];3;0;0
salah auba win afcon golden boot;['salah', 'auba', 'win', 'afcon', 'golden', 'boot'];6;0;0
getting chilly outside stay cozy show love pet one comfy hoodies;['getting', 'chilly', 'outside', 'stay', 'cozy', 'show', 'love', 'pet', 'one', 'comfy', 'hoodies'];11;2;2
health secretary sajid javid directly challenged unvaccinated hospital consultant government policy compulsory covid jab nh staff think compulsory nh staff covid vaccine;['health', 'secretary', 'sajid', 'javid', 'directly', 'challenged', 'unvaccinated', 'hospital', 'consultant', 'government', 'policy', 'compulsory', 'covid', 'jab', 'nh', 'staff', 'think', 'compulsory', 'nh', 'staff', 'covid', 'vaccine'];22;1;1
stock replica designer belt easy everyday dressing clean classic flamboyant style;['stock', 'replica', 'designer', 'belt', 'easy', 'everyday', 'dressing', 'clean', 'classic', 'flamboyant', 'style'];11;2;2
fashion fashion;['fashion', 'fashion'];2;2;2
drew fancy jester inspired venetian carnival;['drew', 'fancy', 'jester', 'inspired', 'venetian', 'carnival'];6;2;2
thing little opinion piece one ted cruz love hate let know think;['thing', 'little', 'opinion', 'piece', 'one', 'ted', 'cruz', 'love', 'hate', 'let', 'know', 'think'];12;1;1
india every person right life according article 21 constitution pmmodiji life matter think life citizen country;['india', 'every', 'person', 'right', 'life', 'according', 'article', '21', 'constitution', 'pmmodiji', 'life', 'matter', 'think', 'life', 'citizen', 'country'];16;1;1
wishing inspirational momentous 2018 life full challenge overcoming adversity make even meaningful;['wishing', 'inspirational', 'momentous', '2018', 'life', 'full', 'challenge', 'overcoming', 'adversity', 'make', 'even', 'meaningful'];12;0;0
admirable sportsmanship japan asahina sarah claim world title immense respect;['admirable', 'sportsmanship', 'japan', 'asahina', 'sarah', 'claim', 'world', 'title', 'immense', 'respect'];10;0;0
arsenal game away birmingham barclaysfawsl sunday broadcast live sky sport kick 2 pm;['arsenal', 'game', 'away', 'birmingham', 'barclaysfawsl', 'sunday', 'broadcast', 'live', 'sky', 'sport', 'kick', '2', 'pm'];13;0;0
soullink live vol 3 man mirror williams brother cd 2006 new sealed;['soullink', 'live', 'vol', '3', 'man', 'mirror', 'williams', 'brother', 'cd', '2006', 'new', 'sealed'];12;4;4
follow katie piper ego boot phase eight dress;['follow', 'katie', 'piper', 'ego', 'boot', 'phase', 'eight', 'dress'];8;2;2
general election united kingdom tomorrow party would vote;['general', 'election', 'united', 'kingdom', 'tomorrow', 'party', 'would', 'vote'];8;1;1
early work aesthetic;['early', 'work', 'aesthetic'];3;0;0
twitter tell gamedevelopment trending check sci fi first person shooter making unity 3d unity3 d;['twitter', 'tell', 'gamedevelopment', 'trending', 'check', 'sci', 'fi', 'first', 'person', 'shooter', 'making', 'unity', '3d', 'unity3', 'd'];15;3;3
anyone else book one episode pokémon ash got kidnapped aerodactyl charmeleon evolved kicked thing as make;['anyone', 'else', 'book', 'one', 'episode', 'pokémon', 'ash', 'got', 'kidnapped', 'aerodactyl', 'charmeleon', 'evolved', 'kicked', 'thing', 'as', 'make'];16;3;3
least 19 dead including 9 child dozen injured nyc fire official;['least', '19', 'dead', 'including', '9', 'child', 'dozen', 'injured', 'nyc', 'fire', 'official'];11;1;1
new aarp research show strong support expansion medicaid mississippi;['new', 'aarp', 'research', 'show', 'strong', 'support', 'expansion', 'medicaid', 'mississippi'];9;1;1
use polymerization fuse ad meme create meme function ad stream;['use', 'polymerization', 'fuse', 'ad', 'meme', 'create', 'meme', 'function', 'ad', 'stream'];10;3;3
leicester bos rodgers reluctant rush vardy back;['leicester', 'bos', 'rodgers', 'reluctant', 'rush', 'vardy', 'back'];7;0;0
also hairstyle kunal khemu;['also', 'hairstyle', 'kunal', 'khemu'];4;4;2
mla seethakka fire telangana cm kcr telangana politics trs party political news leo news;['mla', 'seethakka', 'fire', 'telangana', 'cm', 'kcr', 'telangana', 'politics', 'trs', 'party', 'political', 'news', 'leo', 'news'];14;1;1
first drop 2022 coming;['first', 'drop', '2022', 'coming'];4;2;2
bts system last collection accessory product two male hat two female hat bag waiting;['bts', 'system', 'last', 'collection', 'accessory', 'product', 'two', 'male', 'hat', 'two', 'female', 'hat', 'bag', 'waiting'];14;2;2
first music assembly new year;['first', 'music', 'assembly', 'new', 'year'];5;4;4
dynamic layout help building believable cinematic world well adding depth story check layout process breakdown one favourite shot;['dynamic', 'layout', 'help', 'building', 'believable', 'cinematic', 'world', 'well', 'adding', 'depth', 'story', 'check', 'layout', 'process', 'breakdown', 'one', 'favourite', 'shot'];18;3;3
ust vibing nier automaton sound track;['ust', 'vibing', 'nier', 'automaton', 'sound', 'track'];6;3;4
sunday ride;['sunday', 'ride'];2;0;0
gotta honest expecting cringe take truth america enough resource would actually prefer see live take village actually make child responsibility entire village;['gotta', 'honest', 'expecting', 'cringe', 'take', 'truth', 'america', 'enough', 'resource', 'would', 'actually', 'prefer', 'see', 'live', 'take', 'village', 'actually', 'make', 'child', 'responsibility', 'entire', 'village'];22;1;1
day 2 nd aug 1988 joined everton start new chapter career great time goodison thanks supporting much year toffee;['day', '2', 'nd', 'aug', '1988', 'joined', 'everton', 'start', 'new', 'chapter', 'career', 'great', 'time', 'goodison', 'thanks', 'supporting', 'much', 'year', 'toffee'];19;0;0
harley learning stuff need game cat smart one boring;['harley', 'learning', 'stuff', 'need', 'game', 'cat', 'smart', 'one', 'boring'];9;3;3
child cherry class enjoyed playing music glockenspiel today music lesson;['child', 'cherry', 'class', 'enjoyed', 'playing', 'music', 'glockenspiel', 'today', 'music', 'lesson'];10;4;4
let u dress baggy na;['let', 'u', 'dress', 'baggy', 'na'];5;2;2
cross line politics specially dragging family commenting lady involved active politics way maharashtra politics going everything getting personal line crossed boundary broken need stop;['cross', 'line', 'politics', 'specially', 'dragging', 'family', 'commenting', 'lady', 'involved', 'active', 'politics', 'way', 'maharashtra', 'politics', 'going', 'everything', 'getting', 'personal', 'line', 'crossed', 'boundary', 'broken', 'need', 'stop'];24;1;1
go play store search install play sugarpaws sweet cat battle totally free;['go', 'play', 'store', 'search', 'install', 'play', 'sugarpaws', 'sweet', 'cat', 'battle', 'totally', 'free'];12;3;3
india become great sporting nation sport made integral part education system may transform way education oppressive system playful process;['india', 'become', 'great', 'sporting', 'nation', 'sport', 'made', 'integral', 'part', 'education', 'system', 'may', 'transform', 'way', 'education', 'oppressive', 'system', 'playful', 'process'];19;0;1
see good regardless party bloke given knighthood joke;['see', 'good', 'regardless', 'party', 'bloke', 'given', 'knighthood', 'joke'];8;1;1
combining co 2 emission clothing production massive clothes waste fashion production account 10 humanity carbon emission;['combining', 'co', '2', 'emission', 'clothing', 'production', 'massive', 'clothes', 'waste', 'fashion', 'production', 'account', '10', 'humanity', 'carbon', 'emission'];16;2;1
life seemed poker lifestyle thing spiraling control;['life', 'seemed', 'poker', 'lifestyle', 'thing', 'spiraling', 'control'];7;3;3
captain harpreet chandi popularly known polar preet 32 year old indian origin british sikh army officer physiotherapist formally made history becoming first woman colour complete solo unsupported trek south pole;['captain', 'harpreet', 'chandi', 'popularly', 'known', 'polar', 'preet', '32', 'year', 'old', 'indian', 'origin', 'british', 'sikh', 'army', 'officer', 'physiotherapist', 'formally', 'made', 'history', 'becoming', 'first', 'woman', 'colour', 'complete', 'solo', 'unsupported', 'trek', 'south', 'pole'];30;0;1
gm sound like volume 2 almost ready cannot wait share announcement come track preview meantime;['gm', 'sound', 'like', 'volume', '2', 'almost', 'ready', 'cannot', 'wait', 'share', 'announcement', 'come', 'track', 'preview', 'meantime'];15;4;4
music soul word mind;['music', 'soul', 'word', 'mind'];4;4;4
lol today unemployed series flute beat enjoy;['lol', 'today', 'unemployed', 'series', 'flute', 'beat', 'enjoy'];7;4;4
150 000 people died uk coronavirus since start pandemic according government figure think tighter coronavirus restriction would prevented death;['150', '000', 'people', 'died', 'uk', 'coronavirus', 'since', 'start', 'pandemic', 'according', 'government', 'figure', 'think', 'tighter', 'coronavirus', 'restriction', 'would', 'prevented', 'death'];19;1;1
vote cast chairman member acting house chairman member acting committee case equality vote matter;['vote', 'cast', 'chairman', 'member', 'acting', 'house', 'chairman', 'member', 'acting', 'committee', 'case', 'equality', 'vote', 'matter'];14;1;1
cryptoassets cbdc privacy major priority eta 039 public policy agenda 2022;['cryptoassets', 'cbdc', 'privacy', 'major', 'priority', 'eta', '039', 'public', 'policy', 'agenda', '2022'];11;1;1
united state president joe biden arrives aboard air force one joint base andrew;['united', 'state', 'president', 'joe', 'biden', 'arrives', 'aboard', 'air', 'force', 'one', 'joint', 'base', 'andrew'];13;1;1
available everywhere dm cd version;['available', 'everywhere', 'dm', 'cd', 'version'];5;4;4
trump endorsing viktor orban hungarian autocrat tucker carlson filming live budapest cpac holding massive rally hungary tell u really need know gop terrifying;['trump', 'endorsing', 'viktor', 'orban', 'hungarian', 'autocrat', 'tucker', 'carlson', 'filming', 'live', 'budapest', 'cpac', 'holding', 'massive', 'rally', 'hungary', 'tell', 'u', 'really', 'need', 'know', 'gop', 'terrifying'];23;1;1
30 year ago day music uk no 2 1992 klf featuring tammy wynette justified ancient;['30', 'year', 'ago', 'day', 'music', 'uk', 'no', '2', '1992', 'klf', 'featuring', 'tammy', 'wynette', 'justified', 'ancient'];15;4;4
commentary woman soccer v men soccer;['commentary', 'woman', 'soccer', 'v', 'men', 'soccer'];6;0;0
yo men fashion today look like woody harrelson;['yo', 'men', 'fashion', 'today', 'look', 'like', 'woody', 'harrelson'];8;2;2
daily music roll online digital music magazine january 2022 edition available amazon kindle;['daily', 'music', 'roll', 'online', 'digital', 'music', 'magazine', 'january', '2022', 'edition', 'available', 'amazon', 'kindle'];13;4;4
month december burned 482 billion ryoshis vision token;['month', 'december', 'burned', '482', 'billion', 'ryoshis', 'vision', 'token'];8;4;4
political dynasty increasingly dominating government southeast asia posing obstacle good governance one world economically vibrant region;['political', 'dynasty', 'increasingly', 'dominating', 'government', 'southeast', 'asia', 'posing', 'obstacle', 'good', 'governance', 'one', 'world', 'economically', 'vibrant', 'region'];16;1;1
fitted custom ensemble 1975;['fitted', 'custom', 'ensemble', '1975'];4;2;2
drawing shenhe genshin impact good luck everyone going pull;['drawing', 'shenhe', 'genshin', 'impact', 'good', 'luck', 'everyone', 'going', 'pull'];9;3;3
life song love music;['life', 'song', 'love', 'music'];4;4;4
great opportunity bag blocsport 1 token;['great', 'opportunity', 'bag', 'blocsport', '1', 'token'];6;0;0
check new album pride dragon east lit;['check', 'new', 'album', 'pride', 'dragon', 'east', 'lit'];7;4;4
autumnwell bsci audit factory wallet purse bulk pu leather zip purse oem odm custom order welcome;['autumnwell', 'bsci', 'audit', 'factory', 'wallet', 'purse', 'bulk', 'pu', 'leather', 'zip', 'purse', 'oem', 'odm', 'custom', 'order', 'welcome'];16;2;2
appreciate local farmer never know something like happens;['appreciate', 'local', 'farmer', 'never', 'know', 'something', 'like', 'happens'];8;3;3
spot distinction three female surfer identity male dress holding surf board using sport affirm identity;['spot', 'distinction', 'three', 'female', 'surfer', 'identity', 'male', 'dress', 'holding', 'surf', 'board', 'using', 'sport', 'affirm', 'identity'];15;0;0
dress accessory hair makeup son might bend knee;['dress', 'accessory', 'hair', 'makeup', 'son', 'might', 'bend', 'knee'];8;2;2
overwhelmed beat ratchet half way done tail arise played gg b 4b b4 b know start next got hell selection already;['overwhelmed', 'beat', 'ratchet', 'half', 'way', 'done', 'tail', 'arise', 'played', 'gg', 'b', '4b', 'b4', 'b', 'know', 'start', 'next', 'got', 'hell', 'selection', 'already'];21;3;3
new cover group colossus;['new', 'cover', 'group', 'colossus'];4;4;4
pixel art 257 today made atari jaguar controller controller total 21 digital input way larger controller early 90 s;['pixel', 'art', '257', 'today', 'made', 'atari', 'jaguar', 'controller', 'controller', 'total', '21', 'digital', 'input', 'way', 'larger', 'controller', 'early', '90', 's'];19;3;3
major announcement duality release tomorrow kept secret ep release dolby atmos spatial audio applemusic thanks buddy graysparkaudio sure mean read;['major', 'announcement', 'duality', 'release', 'tomorrow', 'kept', 'secret', 'ep', 'release', 'dolby', 'atmos', 'spatial', 'audio', 'applemusic', 'thanks', 'buddy', 'graysparkaudio', 'sure', 'mean', 'read'];20;4;4
practice often always making music;['practice', 'often', 'always', 'making', 'music'];5;4;4
new song coming 11 am pst;['new', 'song', 'coming', '11', 'am', 'pst'];6;4;4
hundred thousand people get drenched today sodden 2 hour nowhere leave change clothes changing room shower game every one love today show important sport mental health go;['hundred', 'thousand', 'people', 'get', 'drenched', 'today', 'sodden', '2', 'hour', 'nowhere', 'leave', 'change', 'clothes', 'changing', 'room', 'shower', 'game', 'every', 'one', 'love', 'today', 'show', 'important', 'sport', 'mental', 'health', 'go'];27;0;0
race day first ever hypercar race start;['race', 'day', 'first', 'ever', 'hypercar', 'race', 'start'];7;0;0
nketiah arsenal contract set expire end season;['nketiah', 'arsenal', 'contract', 'set', 'expire', 'end', 'season'];7;0;0
lawson playing cuphead maybe 3 love getting better got trophy game;['lawson', 'playing', 'cuphead', 'maybe', '3', 'love', 'getting', 'better', 'got', 'trophy', 'game'];11;3;3
need update wardrobe get replica bag;['need', 'update', 'wardrobe', 'get', 'replica', 'bag'];6;2;2
first episode wrote film history history film r feed one month special episode;['first', 'episode', 'wrote', 'film', 'history', 'history', 'film', 'r', 'feed', 'one', 'month', 'special', 'episode'];13;3;3
rick dangerous difficult platforming classic 32 color edition amiga 600 1200 cd 32 get new tease;['rick', 'dangerous', 'difficult', 'platforming', 'classic', '32', 'color', 'edition', 'amiga', '600', '1200', 'cd', '32', 'get', 'new', 'tease'];16;3;3
little connexion body;['little', 'connexion', 'body'];3;4;0
enjoying night drive;['enjoying', 'night', 'drive'];3;0;3
love seeing send dm across let make;['love', 'seeing', 'send', 'dm', 'across', 'let', 'make'];7;2;2
south park rally first released 22 year ago today sony playstation north america;['south', 'park', 'rally', 'first', 'released', '22', 'year', 'ago', 'today', 'sony', 'playstation', 'north', 'america'];13;3;3
philippe coutinho golazo;['philippe', 'coutinho', 'golazo'];3;0;0
time top famous male model;['time', 'top', 'famous', 'male', 'model'];5;2;2
fifth run game damn gotta get guy guess im em;['fifth', 'run', 'game', 'damn', 'gotta', 'get', 'guy', 'guess', 'im', 'em'];10;3;3
find brand love latest trend amazing palm angel replica;['find', 'brand', 'love', 'latest', 'trend', 'amazing', 'palm', 'angel', 'replica'];9;2;2
street style photographer took picture pink keep calm watch pretty little liar tote;['street', 'style', 'photographer', 'took', 'picture', 'pink', 'keep', 'calm', 'watch', 'pretty', 'little', 'liar', 'tote'];13;2;2
hey everyone testing buggy runestone restoration think could use portal;['hey', 'everyone', 'testing', 'buggy', 'runestone', 'restoration', 'think', 'could', 'use', 'portal'];10;3;3
seiu uhw healthcare worker decry california opening door forcing covid positive caregiver back work;['seiu', 'uhw', 'healthcare', 'worker', 'decry', 'california', 'opening', 'door', 'forcing', 'covid', 'positive', 'caregiver', 'back', 'work'];14;1;1
